Date,Salinity (ppt),DissolvedOxygen (mg/L),pH,SecchiDepth (m),WaterDepth (m),WaterTemp (C),AirTemp (C)
6/15/2010,0,4.2,7,0.2,0.2,28,27.22222222
6/15/2010,0,5.4,7,0.5,0.5,28,26.66666667
7/8/2010,0,5.2,7.5,0.4,0.4,30,27.77777778
7/8/2010,0,,7,0.4,0.4,31,27.77777778
7/8/2010,0,,6.5,0.6,0.6,31,27.77777778
7/8/2010,0,5.2,6.5,0.7,1.2,31,27.22222222
7/8/2010,0,3.6,8.5,0.4,0.45,29,27.22222222
7/20/2010,0,,8,0.6,1.3,31,29.44444444
7/20/2010,0,4.1,6.5,0.5,0.9,28,28.88888889
7/20/2010,0,3.9,7,0.7,1,27,27.77777778
7/20/2010,0,3.7,7,0.4,0.4,29,28.88888889
7/20/2010,0,,7,0.4,0.4,31,29.44444444
8/3/2010,0,,7,0.1,0.4,29,28.33333333
8/3/2010,0,6,6.5,0.8,1.2,28,27.77777778
8/3/2010,0,,6.5,0.9,0.9,28,28.33333333
8/3/2010,0,4.5,6.5,0.4,0.4,28,28.33333333
8/3/2010,0,5.1,7,0.5,0.5,26,27.77777778
8/17/2010,0,,7.5,0.9,1.2,31,30.55555556
8/17/2010,0,3.4,7,0.5,0.5,,30.55555556
8/17/2010,0,3.1,8,0.5,0.9,27,30
8/17/2010,0,4.2,6.5,0.8,0.9,28,30
8/17/2010,0,,7,0.2,0.4,29,30.55555556
9/2/2010,0,3.3,7,0.5,0.7,26,24.44444444
9/2/2010,0,2.3,7,0.6,0.6,27,24.44444444
9/2/2010,0,2.7,6.5,0.85,1.2,26,24.44444444
9/2/2010,0,,8,0.4,0.4,27,25
9/2/2010,0,,6.5,0.8,0.8,28,25
9/22/2010,0,4,7.5,0.5,0.8,26,23.88888889
9/22/2010,0,,8,0.3,0.3,26,23.88888889
9/22/2010,0,5,8.5,0.6,0.8,26,23.33333333
9/22/2010,0,3.2,9,0.2,0.35,26,23.88888889
9/22/2010,0,,6.5,1,1.2,25,24.44444444
10/14/2010,0,,6.5,0.2,0.3,19,19.44444444
10/14/2010,0,3.9,7.5,0.5,0.8,19,-17.77777778
10/14/2010,0,5.9,6.5,0.8,1.3,19,20
10/14/2010,0,,6.5,0.2,0.9,20,19.44444444
11/2/2010,0,,7,0.3,0.3,13,12.77777778
11/2/2010,0,7.2,6.5,1,1.4,13,12.77777778
11/2/2010,0,5,7.5,0.4,0.4,12,12.77777778
11/2/2010,0,,6.5,0.8,0.9,14,12.77777778
11/2/2010,0,7.3,7.5,0.5,0.5,13,12.77777778
11/16/2010,0,6.7,8,0.5,0.8,15,15.55555556
11/16/2010,0,4.3,8.5,0.2,0.2,16,15.55555556
11/16/2010,0,,8.5,0.5,0.5,15,16.11111111
11/16/2010,0,8.2,6.5,0.9,0.9,14,15.55555556
11/16/2010,0,,6,1.2,1.3,,16.11111111
12/7/2010,0,5.7,7,0.3,0.5,4,-1.111111111
12/7/2010,0,,7,4.5,4.5,3,-1.111111111
12/7/2010,0,10.3,6,1.1,1.1,2,-1.111111111
12/7/2010,0,8.8,7,0.5,0.5,2,-1.111111111
12/7/2010,0,,6.5,0.3,0.7,1,-1.111111111
12/21/2010,,,,,,,-0.555555556
12/21/2010,0,4.3,7,0.4,0.4,3,-0.555555556
12/21/2010,0,6.7,7,0.1,0.3,,-0.555555556
12/21/2010,,,,,,,-0.555555556
12/21/2010,0,,6.5,1.3,1.3,3,-0.555555556
1/4/2011,0,,7,0.5,0.5,4,0
1/4/2011,0,,6.5,1.3,1.3,4,0
1/4/2011,0,3.1,6.5,0.2,0.45,5,-0.555555556
1/4/2011,0,7.2,6.5,0.4,0.4,5,0
1/4/2011,0,5.9,6.5,0.8,0.8,,0
1/18/2011,0,,6.5,0.5,0.65,6,4.444444444
1/18/2011,0,10,6.5,1.4,1.4,6,3.888888889
1/18/2011,0,5.1,6.5,0.6,0.8,5,4.444444444
1/18/2011,0,,7,0.5,0.5,5,4.444444444
1/18/2011,0,6.2,7,0.2,0.6,7,3.888888889
2/8/2011,0,3.9,6.5,,,7,7.777777778
2/8/2011,0,,6.5,,,9,7.777777778
2/8/2011,0,,7,,,10,7.777777778
2/8/2011,0,3.6,7,,,9,7.777777778
2/8/2011,0,3.8,6.5,0.2,0.6,8,7.777777778
3/3/2011,0,3.7,7,,,8,4.444444444
3/3/2011,0,3.9,7.5,,,7,3.333333333
3/3/2011,0,,7,,,6,4.444444444
3/3/2011,,5,6,,,8,3.333333333
3/3/2011,0,,7,,,8.5,-1.111111111
3/24/2011,0,,,,,,8.888888889
3/24/2011,0,,6.5,0.7,1.4,14,8.888888889
3/24/2011,0,3.3,7,0.2,0.55,33,11.11111111
3/24/2011,0,3,6.5,0.4,1,14,8.888888889
3/24/2011,0,3.9,7,0.5,0.5,14,8.888888889
4/14/2011,0,6.9,6.5,0.9,1.4,19,14.44444444
4/14/2011,0,5.6,8,0.3,0.3,19,14.44444444
4/14/2011,0,3.5,7,0.4,0.6,16.5,14.44444444
4/14/2011,0,,7,2.5,3,19,14.44444444
4/14/2011,0,,6,0.2,0.6,18,14.44444444
4/28/2011,0,,7,0.17,0.17,23,24.44444444
4/28/2011,0,5.2,7,0.3,1.3,23,24.44444444
4/28/2011,0,,6.5,0.7,1.3,23,24.44444444
4/28/2011,0,4,6.5,0.3,0.3,24,24.44444444
4/28/2011,0,3.6,7,0.17,0.17,23,24.44444444
5/12/2011,0,,8.5,,,23,18.88888889
5/12/2011,0,3.7,6.5,,,19,18.33333333
5/12/2011,0,4.5,7,,,18,18.33333333
5/12/2011,0,,7.5,,,24,18.88888889
5/12/2011,0,3.7,9,,,23,18.88888889
5/26/2011,0,,7.5,1.2,0.9,28,26.66666667
5/26/2011,0,3.7,7.5,0.5,0.9,25,26.11111111
5/26/2011,0,2.4,7.5,0.7,0.8,28,26.11111111
5/26/2011,,,,,,,26.66666667
5/26/2011,0,1.5,,0.2,0.4,27,26.11111111
6/9/2011,0,4.8,7,0.6,1.2,29,29.44444444
6/9/2011,0,,8,0.3,0.3,30,29.44444444
6/9/2011,0,3.2,8,0.4,0.8,27,29.44444444
6/9/2011,0,,7.5,0.6,0.9,29,29.44444444
6/23/2011,0,5.6,8,0.5,0.9,26,26.66666667
6/23/2011,0,5.7,7.5,0.5,0.8,27,30.55555556
6/23/2011,0,,8,0.6,1,28,30.55555556
6/23/2011,0,5.8,8,0.3,0.3,27,31.66666667
7/14/2011,0,3,8.5,0.4,0.6,26,23.88888889
7/14/2011,0,,7,0.4,0.4,28,24.44444444
7/14/2011,0,5.6,6.5,0.8,1.1,27,24.44444444
7/14/2011,0,,7,0.7,0.7,27,24.44444444
7/28/2011,0,2.4,7,0.4,0.4,30,29.44444444
7/28/2011,0,3.2,7.5,0.8,0.8,31,30.55555556
7/28/2011,0,2,9,0.5,0.7,29,29.44444444
7/28/2011,0,,7,0.9,1.5,31,30
8/11/2011,0,,7.5,0.6,0.6,29,28.33333333
8/11/2011,0,,7.5,0.3,0.3,30,28.33333333
8/11/2011,0,3.5,9,0.4,0.7,28,27.77777778
8/11/2011,0,2,7,0.9,0.9,29,27.77777778
9/8/2011,0,5,6.5,0.5,0.8,27,25.55555556
9/8/2011,0,5,7,0.6,1.1,26,25.55555556
9/8/2011,0,3.1,6.5,0.1,0.2,27,25.55555556
9/8/2011,0,,6.5,1.4,1.5,27,25.55555556
9/22/2011,0,4.6,6.5,0.6,1.4,25,25.55555556
9/22/2011,0,,7,0.15,0.15,25,25.55555556
9/22/2011,0,5.3,8,0.5,0.7,24,25.55555556
9/22/2011,0,,5,0.7,0.7,25,25.55555556
10/13/2011,0,,6,0.5,1.5,23,23.88888889
10/13/2011,0,4.2,7.5,0.5,0.7,21,23.88888889
10/13/2011,0,3,7,0.05,0.05,22,23.88888889
10/13/2011,0,4,6.5,0.7,0.8,22,23.88888889
10/27/2011,0,,7,0.8,0.9,17,16.66666667
10/27/2011,0,,6,0.7,1.4,17,16.66666667
10/27/2011,0,7.4,7.5,0.5,0.9,16,16.66666667
10/27/2011,0,,7.5,0.4,0.4,16,16.66666667
11/10/2011,0,5.2,7.5,0.7,0.7,16,15.55555556
11/10/2011,0,,6.5,0.8,1.5,17,15.55555556
11/10/2011,0,8.6,,0.6,0.8,19,15.55555556
11/10/2011,0,7.9,7.5,0.2,0.2,19,15.55555556
11/22/2011,0,7.3,7,0.2,0.6,16,16.11111111
11/22/2011,0,,7,0.5,0.9,19,16.11111111
11/22/2011,0,8,,0.8,0.9,15,16.11111111
11/22/2011,0,,7.5,0.2,0.5,14,16.11111111
12/8/2011,0,,6.5,0.8,1.4,12,8.333333333
12/8/2011,0,5,7,0.1,0.4,13,8.333333333
12/8/2011,0,7.9,7,0.35,0.7,12,8.333333333
12/8/2011,0,8,7,0.8,0.9,12,8.333333333
12/22/2011,0,9.8,7,1,1.4,16,15.55555556
12/22/2011,0,,7,0.3,0.3,14,15.55555556
12/22/2011,0,,7,0.9,0.9,13,15.55555556
12/22/2011,0,7.8,7,0.3,0.7,17,15.55555556
1/11/2012,0,8.2,6.5,0.9,0.9,12,11.66666667
1/11/2012,0,,6.5,1,1.4,10,12.22222222
1/11/2012,0,6,7,0.3,0.3,11,12.22222222
1/11/2012,0,6.9,7.5,0.2,0.7,12,12.22222222
1/26/2012,0,7.2,6.5,1.2,1.4,11,10
1/26/2012,0,,7,0.3,0.3,12,10
1/26/2012,0,6.5,7,0.2,0.8,11,10
1/26/2012,0,,6.5,1,1,12,10
2/9/2012,0,5.3,7.5,0.2,0.3,8,3.888888889
2/9/2012,0,7.5,7,0.3,0.3,8,3.888888889
2/9/2012,0,5.8,7,1,1,8,3.888888889
2/9/2012,0,,6.5,1.3,1.4,6,3.888888889
2/21/2012,0,,7.5,0.35,0.35,10,4.444444444
2/21/2012,0,,7,0.9,0.9,9,7.777777778
2/21/2012,0,6.2,7,0.2,0.2,8,7.777777778
2/21/2012,0,10,6.5,1,1.5,8,7.777777778
3/1/2012,0,,6.5,,,15,21.11111111
3/1/2012,0,4.3,7.5,,,16,21.11111111
3/1/2012,0,6.3,7.5,0.2,0.4,16,20.55555556
3/1/2012,0,5.3,7.5,0.2,0.6,,20.55555556
3/8/2012,0,9.5,6.5,1.2,1.5,14,14.44444444
3/8/2012,0,,7.5,0,0.2,14,14.44444444
3/8/2012,0,7.2,7,0.4,0.6,13,14.44444444
3/8/2012,0,,6.5,0.5,0.5,15,14.44444444
4/12/2012,0,,7,0.9,1.3,12,10.55555556
4/12/2012,0,6.5,8,0.4,0.6,11,10.55555556
4/12/2012,0,7,7.5,0.3,0.3,13,10.55555556
4/12/2012,0,7,7,0.6,0.7,14,10.55555556
4/26/2012,0,,7.5,0.6,0.8,17,17.22222222
4/26/2012,0,7.4,6.5,0.8,1.4,17,17.22222222
4/26/2012,0,7.1,7.5,0.4,0.8,17,17.22222222
4/26/2012,0,,8,0.3,0.3,18,17.22222222
5/10/2012,0,,6.5,0.8,1.5,20,17.77777778
5/10/2012,0,4.5,7,0.7,0.9,21,17.22222222
5/10/2012,0,5.3,8,0.4,0.7,19,17.22222222
5/10/2012,0,6.7,7,0.5,0.5,20,17.77777778
5/24/2012,0,,8,0.5,0.5,25,22.22222222
5/24/2012,0,6.1,6.5,0.9,1.5,25,22.22222222
5/24/2012,0,6.1,8.5,0.5,0.8,24,22.22222222
5/24/2012,0,,6.5,0.6,0.7,25,22.22222222
6/14/2012,0,4.5,7.5,0.2,0.2,22,21.11111111
6/14/2012,0,4.9,7,0.6,0.7,22,20.55555556
6/14/2012,0,,6.5,0.7,4.5,23,21.11111111
6/14/2012,0,3.9,8.5,0.5,0.7,22,20.55555556
6/28/2012,0,5,6.5,0.6,1.3,27,22.77777778
6/28/2012,0,4.9,,0.45,0.7,26,22.22222222
6/28/2012,0,,7,0.65,0.9,27,23.33333333
6/28/2012,0,,7.4,0.5,0.5,26,22.77777778
7/19/2012,0,5.9,8.5,0.5,0.9,28,27.77777778
7/19/2012,0,,6.5,0.6,0.6,30,28.33333333
7/19/2012,0,,7,0.4,0.4,28,28.33333333
7/19/2012,0,4.2,7,0.8,1.4,30,27.77777778
8/9/2012,0,3,7,0.5,0.9,28,26.66666667
8/9/2012,0,4.2,7.5,0.6,0.8,,26.66666667
8/9/2012,0,2.9,7.5,0.3,0.4,27,26.66666667
8/9/2012,0,,6.5,0.9,1.4,27,26.66666667
8/23/2012,0,,6.5,0.6,0.7,26,25
8/23/2012,0,5.5,6.5,0.7,1.4,26,24.44444444
8/23/2012,0,6.1,8,0.5,0.7,25,25
8/23/2012,0,,7.5,0.3,0.4,27,25
9/4/2012,0,,6.5,0.9,1.4,28,26.66666667
9/4/2012,0,5.2,7,0.2,0.2,,26.66666667
9/4/2012,0,4.3,6.5,0.7,0.7,28,26.66666667
9/4/2012,0,3.7,7,0.3,0.8,25,29.44444444
9/13/2012,,5.2,6.5,1,1.25,23,21.11111111
9/13/2012,,5,7,0.4,0.5,21,21.11111111
9/13/2012,,,8.5,0.1,0.1,23,22.77777778
9/13/2012,,,7,0.6,0.6,24,23.33333333
10/4/2012,0,5.8,6.5,0.9,1.2,24,23.88888889
10/4/2012,0,,8,0.1,0.5,24,23.88888889
10/4/2012,0,4.8,8,0.5,0.7,24,23.88888889
10/4/2012,0,,7,0.6,0.6,24,23.88888889
10/19/2012,0,3.7,9,0.5,0.8,,21.11111111
10/19/2012,0,5.5,7.5,0.6,0.8,22,21.11111111
10/19/2012,0,,7,0.9,1.4,20,21.11111111
10/19/2012,0,7.1,7,0.4,0.4,20,21.11111111
11/8/2012,0,,6.5,0.35,0.35,9,7.222222222
11/8/2012,0,,6.5,0.5,1.9,10,7.222222222
11/8/2012,0,7.6,7,0.2,0.2,10,7.222222222
11/8/2012,0,8.6,6,0.5,1.5,9,7.222222222
11/29/2012,0,8.9,7,0.1,0.5,7,8.888888889
11/29/2012,0,9.7,7,0.4,0.4,9,9.444444444
11/29/2012,0,9,6.5,0.2,0.2,8,8.888888889
11/29/2012,0,,7,1.4,1.5,8,10
12/13/2012,0,,7,0.4,0.5,9,8.888888889
12/13/2012,0,,7,0.9,0.9,9,8.888888889
12/13/2012,0,8.8,6.5,0.9,1.6,9,8.888888889
12/13/2012,0,8.4,7,0.2,0.3,9,8.888888889
1/10/2013,0,,6.5,1,1.5,9,9.444444444
1/10/2013,0,8.5,7,0.4,0.5,9,8.888888889
1/10/2013,0,7.2,,0.3,0.3,10,9.444444444
1/10/2013,0,6.9,6.5,0.8,0.9,8,8.888888889
1/24/2013,0,,7,0.3,0.3,4,0
1/24/2013,0,8.7,7,0.1,0.4,3,0
1/24/2013,0,,7,0.4,0.7,4,0
1/24/2013,0,,6.5,0.9,1.6,4,0
2/14/2013,0,7.7,7,0.7,2.5,9,7.222222222
2/14/2013,0,,6.5,1.6,1.6,9,7.222222222
2/14/2013,0,5.7,6.5,0.7,1.1,,7.222222222
2/28/2013,0,9.8,6.5,1.5,1.5,9,8.888888889
2/28/2013,0,,7,0.2,0.2,10,8.888888889
2/28/2013,0,8.5,7,0.2,0.7,10,8.888888889
2/28/2013,0,,,2.2,,10,8.888888889
3/13/2013,,5,6.5,,,11,8.888888889
3/13/2013,,7.6,7.5,0.2,0.2,11,7.222222222
3/13/2013,,10,7.5,0.2,0.6,11,7.222222222
3/13/2013,,,6.5,1.5,1.6,11,7.222222222
3/28/2013,0,,7.5,0.4,0.4,8,8.888888889
3/28/2013,0,10,7,0.2,0.3,8,8.888888889
3/28/2013,0,,6.5,0.5,0.5,9,8.888888889
3/28/2013,0,10,6.5,1.4,1.6,8,8.888888889
4/11/2013,0,,6.5,1.2,1.4,20,20
4/11/2013,0,5.8,7.5,0.4,0.4,20,20
4/11/2013,0,8,7,0.3,0.9,20,17.77777778
4/11/2013,0,5.9,6,0.4,0.9,21,19.44444444
4/26/2013,0,8.9,7,0.2,0.2,14,12.22222222
4/26/2013,0,8.6,6.5,0.3,1.5,15,12.22222222
4/26/2013,0,,7,0.4,0.4,15,12.22222222
4/26/2013,0,,7,0.4,0.4,15,12.22222222
5/8/2013,0,5.6,7,0.5,0.6,22,21.11111111
5/8/2013,0,,7,1,1.5,22,21.11111111
5/8/2013,0,8.2,7,0.3,0.7,19,19.44444444
5/8/2013,0,4.2,8,0.2,0.2,22,20
5/25/2013,0,,7.5,,,25,22.77777778
5/25/2013,0,5.5,6,0.5,1.5,24,22.22222222
5/25/2013,0,,7,0.4,0.6,25,22.22222222
5/25/2013,0,6.1,7.5,0.4,0.9,24,22.22222222
6/13/2013,0,6.9,7.5,0.5,0.7,26,27.22222222
6/13/2013,0,,7,0.8,1.3,30,29.44444444
6/13/2013,0,5.4,8,0.2,0.2,29,28.33333333
6/13/2013,0,6.1,7.5,0.7,0.7,29,28.33333333
6/25/2013,0,6.4,7.5,0.6,1.2,,31.11111111
6/25/2013,0,,7,0.5,0.5,28,25.55555556
6/25/2013,0,6.7,7.5,0.4,0.9,26,25.55555556
6/25/2013,0,,7.5,0.4,0.4,27,25.55555556
7/11/2013,0,,7,0.9,1.4,26,27.77777778
7/11/2013,0,6.8,7.5,0.5,0.9,26,27.22222222
7/11/2013,0,3.3,7,0.3,0.3,,27.22222222
7/11/2013,0,4.1,7,0.7,0.9,26,27.22222222
7/25/2013,0,5.9,8,0.5,0.8,26,22.22222222
7/25/2013,0,,7.5,0.2,0.2,26,22.22222222
7/25/2013,0,3.8,6.5,0.7,1.8,27,22.22222222
7/25/2013,0,,7,0.4,0.6,27,22.22222222
8/8/2013,0,5.3,6,0.1,0.7,28,26.66666667
8/8/2013,0,6.8,8.5,0.5,0.8,24,26.11111111
8/8/2013,0,6.4,8,0.3,0.3,27,26.66666667
8/8/2013,0,6.8,7,0.9,1.3,26,26.11111111
8/22/2013,0,6,8.5,0.5,0.7,26,25.55555556
8/22/2013,0,,8,0.1,0.1,28,25.55555556
8/22/2013,0,4.2,6.5,1.1,1.5,27,25.55555556
8/22/2013,0,,7,0.4,0.5,28,25.55555556
9/12/2013,0,4.3,8,0.5,0.8,25,23.88888889
9/12/2013,0,4.8,7,0.6,0.6,26,23.88888889
9/12/2013,0,,6.5,1.2,1.2,27,23.88888889
9/12/2013,,,,,,25,23.88888889
9/26/2013,0,6.1,8.5,0.3,0.4,19,20.55555556
9/26/2013,0,,6.5,,,21,20.55555556
9/26/2013,0,6.1,6.7,0.9,1.1,20,20.55555556
9/26/2013,0,,7.5,,,21,20.55555556
10/22/2013,0,7.9,7,0.7,0.8,16,14.44444444
10/22/2013,0,,6,0.6,0.7,17,15.55555556
10/22/2013,0,,7,0.2,0.2,17,15.55555556
10/22/2013,0,7,6.5,1,1.2,17,14.44444444
11/12/2013,0,,6,0.8,1.1,12,12.22222222
11/12/2013,0,,7.5,0.4,0.4,12,12.22222222
11/12/2013,0,9.8,7.5,0.4,0.6,11,12.22222222
11/12/2013,0,7,7,0.5,0.7,13,12.22222222
11/19/2013,0,7.1,7,0.3,0.5,12,11.11111111
11/19/2013,0,9.6,6.5,1.2,1.2,12,11.11111111
11/19/2013,0,,7,0.3,0.3,11,11.11111111
11/19/2013,0,,6.5,0.7,1,11,11.11111111
12/4/2013,0,,6.5,1.2,1.2,10,10.55555556
12/4/2013,0,8.8,,0.4,0.4,10,10.55555556
12/4/2013,0,7,7.5,0.2,0.5,11,10
12/4/2013,0,5,7,0.2,0.2,11,10.55555556
12/11/2013,0,8.65,6.5,0.8,0.8,8,3.333333333
12/11/2013,0,,7,0.25,0.25,7,3.333333333
12/11/2013,0,,7,0.8,1,8,3.333333333
12/11/2013,0,8.35,7,0.2,0.5,8,3.333333333
1/3/2014,0,7.9,6.5,1.1,1.2,5,-3.333333333
1/3/2014,0,7.3,7,0.1,0.4,5,-3.333333333
1/3/2014,0,,6,0.3,0.3,5,-3.333333333
1/3/2014,0,,6.5,0.6,0.9,6,-3.333333333
1/14/2014,0,6.8,6.5,0.5,0.5,11,11.66666667
1/14/2014,0,6.2,6.5,0.4,0.4,,11.66666667
1/14/2014,0,,6.5,1,1.4,11,11.66666667
1/14/2014,0,8.7,7,0.4,0.6,11,11.66666667
2/11/2014,0,,6.5,0.5,0.9,1,-1.666666667
2/11/2014,0,,7,0.3,0.3,4,-1.666666667
2/11/2014,0,10,6.5,0.8,1.4,2,-1.666666667
2/11/2014,0,8.8,7,0.2,0.2,3,-1.666666667
2/25/2014,0,6.9,7,0.3,0.5,9,5
2/25/2014,0,6,6.5,0.3,0.5,9,5
2/25/2014,0,8.1,7,0.3,0.3,8,5
2/25/2014,0,,6.5,0.7,1.2,9,5
3/12/2014,0,,6.5,0.5,0.7,13,12.22222222
3/12/2014,0,,7,0.3,0.3,14.5,12.22222222
3/12/2014,0,8.2,7.5,0.2,0.5,14,13.88888889
3/12/2014,0,8.2,6,1.2,1.4,14,12.22222222
3/27/2014,0,10,7,0.2,0.3,4,4.444444444
3/27/2014,0,,7,0.1,0.5,7,4.444444444
3/27/2014,0,,7,0.4,0.4,5,4.444444444
3/27/2014,0,,6.5,1.5,1.6,6,4.444444444
4/10/2014,0,,6.5,0,0.4,17,12.22222222
4/10/2014,0,,7,0.3,0.3,15,12.22222222
4/10/2014,0,8.2,6.5,0.9,1.6,16,11.66666667
4/10/2014,0,9,7.5,0.4,0.7,,11.11111111
5/7/2014,0,6.6,6.5,0.5,1.5,19,15.55555556
5/7/2014,0,,7,0.1,0.2,18,15.55555556
5/7/2014,0,,6.5,0,0.9,19,15.55555556
5/7/2014,0,6.8,7,0.5,0.9,18,15.55555556
5/20/2014,0,7.3,7.5,0.4,0.5,18,19.44444444
5/20/2014,0,3,6.5,0.2,0.3,21,19.44444444
5/20/2014,0,3.86,7.5,0.5,0.5,20,20
5/20/2014,0,,6.5,0.5,1.4,21,20
6/10/2014,0,5.4,7,0.4,0.8,15,22.22222222
6/10/2014,0,0,7,0.5,0.7,27,23.33333333
6/10/2014,0,0,8,0.3,0.3,27,-5
6/10/2014,0,4.3,7,0.8,1.3,27,-5
6/24/2014,0,4.2,8,0.4,0.6,24,25.55555556
6/24/2014,0,,7,0.7,1.2,28,25.55555556
6/24/2014,0,4,7,0.6,0.6,25,25.55555556
6/24/2014,0,6,7,0.1,0.1,27,25.55555556
7/8/2014,0,,7.5,0.6,0.8,29,28.33333333
7/8/2014,0,,7.5,0.1,0.1,28,28.33333333
7/8/2014,0,5.8,6.5,1,1.3,28,28.33333333
7/8/2014,0,4.2,7.5,0.5,0.8,25,28.33333333
7/22/2014,0,5.3,7,0.8,1.3,27,26.66666667
7/22/2014,0,3.7,7.5,0.4,0.6,26,26.66666667
7/22/2014,0,,6.5,0.5,0.8,27,26.66666667
7/22/2014,0,,7.5,0.1,0.1,28,26.66666667
8/12/2014,0,2.4,6.5,0.5,0.8,26,26.66666667
8/12/2014,0,3,8,0.1,0.1,26,26.66666667
8/12/2014,0,,7,0.8,1.6,26,26.66666667
8/12/2014,0,3.9,8,4.5,7.5,25,26.11111111
8/28/2014,0,3.9,8.5,0.35,0.45,24,25.55555556
8/28/2014,0,,7,0.7,0.7,27,26.11111111
8/28/2014,0,5.3,6.5,1,1.5,25,25.55555556
9/10/2014,0,,6.5,1.3,1.3,24,23.88888889
9/10/2014,0,2.7,7.5,0.5,0.8,24,23.88888889
9/10/2014,0,4.6,6.5,0.4,0.4,24,23.88888889
9/10/2014,0,3.7,6.5,0.2,0.2,25,23.88888889
9/23/2014,0,6.3,,1,1.3,20,17.22222222
9/23/2014,0,,7,0.01,0.01,18,17.22222222
9/23/2014,0,,6,0.3,0.6,22,17.22222222
9/23/2014,0,7,8,0.4,0.6,20,17.22222222
10/7/2014,0,6.4,7,0.3,0.3,20,19.44444444
10/7/2014,0,5.9,7,0.1,0.1,17,19.44444444
10/7/2014,0,,6,1.45,1.45,20,19.44444444
10/7/2014,0,6,7.5,0.65,0.9,,18.33333333
10/21/2014,0,,6.5,0.3,0.6,18,20
10/21/2014,0,,7.5,0.1,0.1,,20
10/21/2014,0,7.6,6,1.3,1.3,18,20
10/21/2014,0,6.5,7.5,0.4,0.7,16.5,20
11/13/2014,0,7,7,0.3,0.4,13,10.55555556
11/13/2014,0,7.2,6.5,0.3,0.3,14,10.55555556
11/13/2014,0,6.2,7.5,0.15,0.15,13,10.55555556
11/13/2014,0,,6.5,0.12,0.12,14,10.55555556
12/2/2014,0,,6.5,0.3,0.3,10,8.888888889
12/2/2014,0,9.7,6,1.2,1.2,10,8.888888889
12/2/2014,0,9.8,7,0.4,0.6,11,8.888888889
12/2/2014,0,,7,0.6,0.9,10,8.888888889
12/19/2014,0,7.6,9,0.5,0.5,11,5.555555556
12/19/2014,0,7.3,7,0.6,1,7,5.555555556
12/19/2014,0,6.3,6.5,0.15,0.15,7,5.555555556
12/19/2014,0,,7,1.1,1.1,7,5.555555556
1/6/2015,0,,7,0.3,0.3,8,3.333333333
1/6/2015,0,9,6.5,1.3,1.5,9,3.333333333
1/6/2015,0,8.9,7,0.4,0.6,9,3.333333333
1/6/2015,0,,6.5,0.7,0.7,9,3.333333333
1/20/2015,0,8.3,7,0.2,0.6,7,6.666666667
1/20/2015,0,,6.5,0.5,1,8,6.666666667
1/20/2015,0,,7,0.2,0.2,7,6.666666667
1/20/2015,0,9,6.5,1,1.4,8,7.222222222
2/3/2015,0,10,,0.4,0.6,,-0.555555556
2/3/2015,0,9.7,6.5,0.4,0.5,3,0
2/3/2015,0,7.6,6.5,0.3,0.3,3,1.666666667
2/3/2015,0,,6.5,1.2,1.5,4,1.666666667
2/24/2015,0,9.2,7,0.2,0.2,3,-3.888888889
2/24/2015,0,10,6.5,0.1,0.15,0,-3.888888889
2/24/2015,0,,6.5,0.4,0.5,1,-3.888888889
2/24/2015,,,,,,,-3.888888889
3/24/2015,0,,6.5,0.9,1.2,10,5
3/24/2015,0,10,7,0.3,0.3,9,4.444444444
3/24/2015,0,10,7,0.4,0.5,9,5
3/24/2015,0,7.8,7,0.3,0.3,10,5
4/7/2015,0,8.2,7,0.2,0.6,15,17.77777778
4/7/2015,0,7.4,6.5,0.9,1.3,16,17.77777778
4/7/2015,0,,7,0.3,0.3,17,18.33333333
4/7/2015,0,,7,0.3,0.5,18,18.33333333
4/21/2015,0,7.1,7,0.3,0.9,20,18.33333333
4/21/2015,0,5.3,7.5,,,20,18.33333333
4/21/2015,0,4,6.5,0.3,0.4,19,18.33333333
4/21/2015,0,,6.5,1,1.5,19,18.33333333
5/7/2015,0,,7.5,0.15,0.15,21,18.88888889
5/7/2015,0,,8,0.1,0.1,21,18.88888889
5/7/2015,0,7.7,7,1.1,1.3,20,18.33333333
5/7/2015,0,6.3,7.5,0.3,0.6,20,18.33333333
6/1/2015,0,4.3,7.5,0.4,0.9,25,23.33333333
6/1/2015,0,5.8,7,0.2,0.9,27,23.88888889
6/1/2015,0,,7.5,0.1,0.1,28,23.88888889
6/3/2015,0,,7,0.1,0.1,29,24.44444444
6/11/2015,0,5,8.5,0.4,0.8,26,25.55555556
6/11/2015,0,4,8,0.5,0.5,27,28.33333333
6/11/2015,0,5.1,8,0.5,0.6,28,28.88888889
6/11/2015,0,,7,0.8,1.1,29,28.88888889
7/23/2015,0,7,9,0.5,0.8,27,27.22222222
7/23/2015,0,,7,0.8,1.2,30.5,27.77777778
7/23/2015,0,7,7.5,0.3,0.3,31,27.77777778
7/23/2015,0,6,7.5,0.4,0.4,30,27.77777778
8/13/2015,0,6.1,6,0.9,1.1,27,27.77777778
8/13/2015,0,,7.5,0.5,0.6,27,27.77777778
8/13/2015,0,,7,0.2,0.2,27,27.22222222
8/13/2015,0,6.3,9,0.4,0.4,26,27.77777778
8/27/2015,0,,7,0.8,1,24,26.11111111
8/27/2015,0,5,8.5,0.4,0.7,23,26.11111111
